slug,title,level,requirements_detected,pdf,md,raw_txt,error
higiene-oral-avanzado,higiene oral avanzado,1,10,/Users/abner/Downloads/S3/honors_pdf/higiene_oral_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/higiene-oral-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/higiene-oral-avanzado.txt,
hilado,hilado,1,13,/Users/abner/Downloads/S3/honors_pdf/hilado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/hilado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/hilado.txt,
himnos,himnos,1,11,/Users/abner/Downloads/S3/honors_pdf/himnos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/himnos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/himnos.txt,
historiador-eclesiastico,historiador eclesiastico,2,12,/Users/abner/Downloads/S3/honors_pdf/historiador_eclesiastico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/historiador-eclesiastico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/historiador-eclesiastico.txt,
historietas-animadas,historietas animadas,2,9,/Users/abner/Downloads/S3/honors_pdf/historietas_animadas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/historietas-animadas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/historietas-animadas.txt,
hongos1,hongos1,2,6,/Users/abner/Downloads/S3/honors_pdf/hongos1.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/hongos1.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/hongos1.txt,
hormigas,hormigas,1,10,/Users/abner/Downloads/S3/honors_pdf/hormigas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/hormigas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/hormigas.txt,
huellas-de-animales,huellas de animales,2,12,/Users/abner/Downloads/S3/honors_pdf/huellas_de_animales.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/huellas-de-animales.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/huellas-de-animales.txt,
huellas-de-animales-avanzado,huellas de animales avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/huellas_de_animales_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/huellas-de-animales-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/huellas-de-animales-avanzado.txt,
huesos-musculos-y-movimiento,huesos musculos y movimiento,2,18,/Users/abner/Downloads/S3/honors_pdf/huesos_musculos_y_movimiento.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/huesos-musculos-y-movimiento.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/huesos-musculos-y-movimiento.txt,
idiomas,idiomas,2,6,/Users/abner/Downloads/S3/honors_pdf/idiomas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/idiomas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/idiomas.txt,
imprenta,imprenta,2,8,/Users/abner/Downloads/S3/honors_pdf/imprenta.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/imprenta.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/imprenta.txt,
informacion-programable,informacion programable,3,5,/Users/abner/Downloads/S3/honors_pdf/informacion_programable.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/informacion-programable.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/informacion-programable.txt,
ingenieria,ingenieria,3,15,/Users/abner/Downloads/S3/honors_pdf/ingenieria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ingenieria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ingenieria.txt,
insectos,insectos,1,5,/Users/abner/Downloads/S3/honors_pdf/insectos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/insectos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/insectos.txt,
insectos-avanzado,insectos avanzado,2,9,/Users/abner/Downloads/S3/honors_pdf/insectos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/insectos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/insectos-avanzado.txt,
instructor-de-seguridad-en-el-agua,instructor de seguridad en el agua,3,1,/Users/abner/Downloads/S3/honors_pdf/instructor_de_seguridad_en_el_agua.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/instructor-de-seguridad-en-el-agua.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/instructor-de-seguridad-en-el-agua.txt,
instructor-de-seguridad-en-el-agua-avanzado,instructor de seguridad en el agua avanzado,3,1,/Users/abner/Downloads/S3/honors_pdf/instructor_de_seguridad_en_el_agua_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/instructor-de-seguridad-en-el-agua-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/instructor-de-seguridad-en-el-agua-avanzado.txt,
inteligencia-artificial,inteligencia artificial,2,14,/Users/abner/Downloads/S3/honors_pdf/inteligencia_artificial.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/inteligencia-artificial.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/inteligencia-artificial.txt,
intercambio-de-pins,intercambio de pins,1,9,/Users/abner/Downloads/S3/honors_pdf/intercambio_de_pins.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/intercambio-de-pins.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/intercambio-de-pins.txt,
intercambio-de-pins-avanzado,intercambio de pins avanzado,2,10,/Users/abner/Downloads/S3/honors_pdf/intercambio_de_pins_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/intercambio-de-pins-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/intercambio-de-pins-avanzado.txt,
intercesor,intercesor,2,12,/Users/abner/Downloads/S3/honors_pdf/intercesor.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/intercesor.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/intercesor.txt,
internet,internet,2,8,/Users/abner/Downloads/S3/honors_pdf/internet.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/internet.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/internet.txt,
internet-avanzado,internet avanzado,3,7,/Users/abner/Downloads/S3/honors_pdf/internet_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/internet-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/internet-avanzado.txt,
interprete-de-lenguaje-de-senias,interprete de lenguaje de senias,3,8,/Users/abner/Downloads/S3/honors_pdf/interprete_de_lenguaje_de_senias.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/interprete-de-lenguaje-de-senias.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/interprete-de-lenguaje-de-senias.txt,
invertebrados-marinos,invertebrados marinos,2,6,/Users/abner/Downloads/S3/honors_pdf/invertebrados_marinos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/invertebrados-marinos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/invertebrados-marinos.txt,
investigador-biblico,investigador biblico,1,5,/Users/abner/Downloads/S3/honors_pdf/investigador_biblico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/investigador-biblico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/investigador-biblico.txt,
jardineria,jardineria,1,5,/Users/abner/Downloads/S3/honors_pdf/jardineria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/jardineria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/jardineria.txt,
jueces-de-israel,jueces de israel,2,14,/Users/abner/Downloads/S3/honors_pdf/jueces_de_israel.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/jueces-de-israel.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/jueces-de-israel.txt,
kanzashi,kanzashi,1,8,/Users/abner/Downloads/S3/honors_pdf/kanzashi.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/kanzashi.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/kanzashi.txt,
kayak,kayak,1,6,/Users/abner/Downloads/S3/honors_pdf/kayak.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/kayak.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/kayak.txt,
lancha-a-motor,lancha a motor,2,11,/Users/abner/Downloads/S3/honors_pdf/lancha_a_motor.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lancha-a-motor.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lancha-a-motor.txt,
lapidario,lapidario,2,12,/Users/abner/Downloads/S3/honors_pdf/lapidario.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lapidario.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lapidario.txt,
lavado-y-planchado,lavado y planchado,1,12,/Users/abner/Downloads/S3/honors_pdf/lavado_y_planchado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lavado-y-planchado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lavado-y-planchado.txt,
lecheria,lecheria,2,13,/Users/abner/Downloads/S3/honors_pdf/lecheria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lecheria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lecheria.txt,
lenguaje-de-signos,lenguaje de signos,1,6,/Users/abner/Downloads/S3/honors_pdf/lenguaje_de_signos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lenguaje-de-signos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lenguaje-de-signos.txt,
lenguaje-de-signos-avanzado,lenguaje de signos avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/lenguaje_de_signos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lenguaje-de-signos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lenguaje-de-signos-avanzado.txt,
letreros-y-carteles,letreros y carteles,2,6,/Users/abner/Downloads/S3/honors_pdf/letreros_y_carteles.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/letreros-y-carteles.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/letreros-y-carteles.txt,
letterboxing,letterboxing,1,5,/Users/abner/Downloads/S3/honors_pdf/letterboxing.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/letterboxing.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/letterboxing.txt,
letterboxing-avanzado,letterboxing avanzado,2,5,/Users/abner/Downloads/S3/honors_pdf/letterboxing_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/letterboxing-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/letterboxing-avanzado.txt,
liderazgo-al-aire-libre,liderazgo al aire libre,2,10,/Users/abner/Downloads/S3/honors_pdf/liderazgo_al_aire_libre.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/liderazgo-al-aire-libre.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/liderazgo-al-aire-libre.txt,
liderazgo-al-aire-libre-avanzado,liderazgo al aire libre avanzado,3,13,/Users/abner/Downloads/S3/honors_pdf/liderazgo_al_aire_libre_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/liderazgo-al-aire-libre-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/liderazgo-al-aire-libre-avanzado.txt,
liderazgo-en-la-naturaleza,liderazgo en la naturaleza,2,10,/Users/abner/Downloads/S3/honors_pdf/liderazgo_en_la_naturaleza.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/liderazgo-en-la-naturaleza.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/liderazgo-en-la-naturaleza.txt,
liderazgo-en-la-naturaleza-avanzado,liderazgo en la naturaleza avanzado,3,11,/Users/abner/Downloads/S3/honors_pdf/liderazgo_en_la_naturaleza_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/liderazgo-en-la-naturaleza-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/liderazgo-en-la-naturaleza-avanzado.txt,
liquenes,liquenes,2,10,/Users/abner/Downloads/S3/honors_pdf/liquenes.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/liquenes.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/liquenes.txt,
liquenes-hepticas-y-musgos,liquenes hepticas y musgos,3,8,/Users/abner/Downloads/S3/honors_pdf/liquenes_hepticas_y_musgos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/liquenes-hepticas-y-musgos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/liquenes-hepticas-y-musgos.txt,
lombrices,lombrices,1,11,/Users/abner/Downloads/S3/honors_pdf/lombrices.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lombrices.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lombrices.txt,
lombrices-avanzado,lombrices avanzado,2,7,/Users/abner/Downloads/S3/honors_pdf/lombrices_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/lombrices-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/lombrices-avanzado.txt,
loros-y-cacatas,loros y cacatas,2,11,/Users/abner/Downloads/S3/honors_pdf/loros_y_cacatas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/loros-y-cacatas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/loros-y-cacatas.txt,
macrame,macrame,1,8,/Users/abner/Downloads/S3/honors_pdf/macrame.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/macrame.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/macrame.txt,
malabarismo,malabarismo,1,9,/Users/abner/Downloads/S3/honors_pdf/malabarismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/malabarismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/malabarismo.txt,
mamiferos,mamiferos,1,9,/Users/abner/Downloads/S3/honors_pdf/mamiferos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mamiferos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mamiferos.txt,
mamiferos-avanzado,mamiferos avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/mamiferos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mamiferos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mamiferos-avanzado.txt,
mamiferos-marinos,mamiferos marinos,2,9,/Users/abner/Downloads/S3/honors_pdf/mamiferos_marinos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mamiferos-marinos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mamiferos-marinos.txt,
mamiferos-pequenos-como-mascotas,mamiferos pequenos como mascotas,,11,/Users/abner/Downloads/S3/honors_pdf/mamiferos_pequenos_como_mascotas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mamiferos-pequenos-como-mascotas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mamiferos-pequenos-como-mascotas.txt,
manejo-y-mantenimiento-de-impresoras,manejo y mantenimiento de impresoras,2,12,/Users/abner/Downloads/S3/honors_pdf/manejo_y_mantenimiento_de_impresoras.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/manejo-y-mantenimiento-de-impresoras.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/manejo-y-mantenimiento-de-impresoras.txt,
mantenimiento-de-bicicletas,mantenimiento de bicicletas,1,14,/Users/abner/Downloads/S3/honors_pdf/mantenimiento_de_bicicletas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mantenimiento-de-bicicletas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mantenimiento-de-bicicletas.txt,
marcado-de-la-biblia,marcado de la biblia,2,5,/Users/abner/Downloads/S3/honors_pdf/marcado_de_la_biblia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/marcado-de-la-biblia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/marcado-de-la-biblia.txt,
marcado-de-la-biblia-avanzado,marcado de la biblia avanzado,3,10,/Users/abner/Downloads/S3/honors_pdf/marcado_de_la_biblia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/marcado-de-la-biblia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/marcado-de-la-biblia-avanzado.txt,
mariposas,mariposas,2,8,/Users/abner/Downloads/S3/honors_pdf/mariposas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mariposas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mariposas.txt,
marsupiales,marsupiales,2,12,/Users/abner/Downloads/S3/honors_pdf/marsupiales.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/marsupiales.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/marsupiales.txt,
mayordomia,mayordomia,2,8,/Users/abner/Downloads/S3/honors_pdf/mayordomia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mayordomia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mayordomia.txt,
mecanica-de-automoviles,mecanica de automoviles,2,7,/Users/abner/Downloads/S3/honors_pdf/mecanica_de_automoviles.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mecanica-de-automoviles.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mecanica-de-automoviles.txt,
mecanica-de-automoviles-avanzado,mecanica de automoviles avanzado,3,5,/Users/abner/Downloads/S3/honors_pdf/mecanica_de_automoviles_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mecanica-de-automoviles-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mecanica-de-automoviles-avanzado.txt,
mecanografia,mecanografia,2,7,/Users/abner/Downloads/S3/honors_pdf/mecanografia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mecanografia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mecanografia.txt,
memorizar-la-biblia,memorizar la biblia,1,7,/Users/abner/Downloads/S3/honors_pdf/memorizar_la_biblia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/memorizar-la-biblia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/memorizar-la-biblia.txt,
mensajera-de-dios,mensajera de dios,1,3,/Users/abner/Downloads/S3/honors_pdf/mensajera_de_dios.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mensajera-de-dios.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mensajera-de-dios.txt,
mercadotecnia,mercadotecnia,1,9,/Users/abner/Downloads/S3/honors_pdf/mercadotecnia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mercadotecnia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mercadotecnia.txt,
mercadotecnia-avanzado,mercadotecnia avanzado,3,9,/Users/abner/Downloads/S3/honors_pdf/mercadotecnia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mercadotecnia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mercadotecnia-avanzado.txt,
meteoritos,meteoritos,,9,/Users/abner/Downloads/S3/honors_pdf/meteoritos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/meteoritos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/meteoritos.txt,
metodologia-de-estudio,metodologia de estudio,2,10,/Users/abner/Downloads/S3/honors_pdf/metodologia_de_estudio.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/metodologia-de-estudio.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/metodologia-de-estudio.txt,
mineralogia,mineralogia,2,8,/Users/abner/Downloads/S3/honors_pdf/mineralogia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mineralogia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mineralogia.txt,
mineralogia-avanzado,mineralogia avanzado,3,8,/Users/abner/Downloads/S3/honors_pdf/mineralogia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/mineralogia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/mineralogia-avanzado.txt,
ministerio-de-transmision-de-medios,ministerio de transmision de medios,2,11,/Users/abner/Downloads/S3/honors_pdf/ministerio_de_transmision_de_medios.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ministerio-de-transmision-de-medios.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ministerio-de-transmision-de-medios.txt,
modales-y-apariencia-cristiana,modales y apariencia cristiana,2,19,/Users/abner/Downloads/S3/honors_pdf/modales_y_apariencia_cristiana.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/modales-y-apariencia-cristiana.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/modales-y-apariencia-cristiana.txt,
modelado-de-papel,modelado de papel,2,9,/Users/abner/Downloads/S3/honors_pdf/modelado_de_papel.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/modelado-de-papel.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/modelado-de-papel.txt,
modelado-en-yeso,modelado en yeso,1,9,/Users/abner/Downloads/S3/honors_pdf/modelado_en_yeso.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/modelado-en-yeso.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/modelado-en-yeso.txt,
modelado-textil,modelado textil,2,12,/Users/abner/Downloads/S3/honors_pdf/modelado_textil.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/modelado-textil.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/modelado-textil.txt,
molsucos-terrestres-y-de-agua-dulce,molsucos terrestres y de agua dulce,1,7,/Users/abner/Downloads/S3/honors_pdf/molsucos_terrestres_y_de_agua_dulce.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/molsucos-terrestres-y-de-agua-dulce.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/molsucos-terrestres-y-de-agua-dulce.txt,
moluscos,moluscos,2,12,/Users/abner/Downloads/S3/honors_pdf/moluscos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/moluscos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/moluscos.txt,
moluscos-avanzado,moluscos avanzado,3,13,/Users/abner/Downloads/S3/honors_pdf/moluscos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/moluscos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/moluscos-avanzado.txt,
monociclismo,monociclismo,2,7,/Users/abner/Downloads/S3/honors_pdf/monociclismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/monociclismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/monociclismo.txt,
montanias,montanias,1,8,/Users/abner/Downloads/S3/honors_pdf/montanias.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/montanias.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/montanias.txt,
motores-pequenios,motores pequenios,2,11,/Users/abner/Downloads/S3/honors_pdf/motores_pequenios.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/motores-pequenios.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/motores-pequenios.txt,
multiculturalidad,multiculturalidad,2,5,/Users/abner/Downloads/S3/honors_pdf/multiculturalidad.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/multiculturalidad.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/multiculturalidad.txt,
murcielagos,murcielagos,1,16,/Users/abner/Downloads/S3/honors_pdf/murcielagos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/murcielagos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/murcielagos.txt,
murcielagos-avanzado,murcielagos avanzado,2,12,/Users/abner/Downloads/S3/honors_pdf/murcielagos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/murcielagos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/murcielagos-avanzado.txt,
musica,musica,1,15,/Users/abner/Downloads/S3/honors_pdf/musica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/musica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/musica.txt,
musica-avanzado,musica avanzado,2,3,/Users/abner/Downloads/S3/honors_pdf/musica_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/musica-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/musica-avanzado.txt,
narracion-de-historias-cristianas,narracion de historias cristianas,2,7,/Users/abner/Downloads/S3/honors_pdf/narracion_de_historias_cristianas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/narracion-de-historias-cristianas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/narracion-de-historias-cristianas.txt,
natacion-1,natacion 1,1,26,/Users/abner/Downloads/S3/honors_pdf/natacion_1.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/natacion-1.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/natacion-1.txt,
natacion-1-avanzado,natacion 1 avanzado,1,14,/Users/abner/Downloads/S3/honors_pdf/natacion_1_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/natacion-1-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/natacion-1-avanzado.txt,
natacion-2,natacion 2,2,15,/Users/abner/Downloads/S3/honors_pdf/natacion_2.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/natacion-2.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/natacion-2.txt,
